id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordedByID,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
3799826,CAS,ENT,,PreservedSpecimen,ed6d2740-2301-477b-a83f-aef28fe8657e,8404000,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Psyllobora vigintimaculata",141749,"(Say, 1824)",Psyllobora,vigintimaculata,,,"W. C. Stehr",5-22-1932,,,,,,"W. C. Stehr",,,,1932-05-22,1932,5,22,143,,5-22-1932,"Armitage Collection",,,,,,,,,,,,Adult,,1,,,Pinned,USA,Ohio,Athens,Athens,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 11:46:19",,3,urn:uuid:ed6d2740-2301-477b-a83f-aef28fe8657e,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3799826
3799827,CAS,ENT,,PreservedSpecimen,b2fc9b7f-12ca-48e0-b868-12ac4064e7d4,8404001,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Psyllobora vigintimaculata",141749,"(Say, 1824)",Psyllobora,vigintimaculata,,,"W. C. Stehr",5-27-1932,,,,,,"W. C. Stehr",,,,1932-05-27,1932,5,27,148,,5-27-1932,"Armitage Collection",,,,,,,,,,,,Adult,,1,,,Pinned,USA,Ohio,Athens,Athens,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 11:48:23",,3,urn:uuid:b2fc9b7f-12ca-48e0-b868-12ac4064e7d4,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3799827
3799828,CAS,ENT,,PreservedSpecimen,e5175ac0-48a0-4c3b-ae1d-4bdc3b89c149,8404002,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Psyllobora vigintimaculata",141749,"(Say, 1824)",Psyllobora,vigintimaculata,,,"W. C. Stehr",5-22-1932,,,,,,"W. C. Stehr",,,,1932-05-22,1932,5,22,143,,5-22-1932,"Armitage Collection",,,,,,,,,,,,Adult,,1,,,Pinned,USA,Ohio,Athens,Athens,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 11:49:37",,3,urn:uuid:e5175ac0-48a0-4c3b-ae1d-4bdc3b89c149,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3799828
3799829,CAS,ENT,,PreservedSpecimen,04228f57-5ef3-4113-9359-9ab2e9c27c57,8404003,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Psyllobora vigintimaculata",141749,"(Say, 1824)",Psyllobora,vigintimaculata,,,"W. C. Stehr",6-8-1932,,,,,,"W. C. Stehr",,,,1932-06-08,1932,6,8,160,,6-8-1932,"Armitage Collection",,,,,,,,,,,,Adult,,1,,,Pinned,USA,Ohio,Athens,Athens,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 11:51:20",,3,urn:uuid:04228f57-5ef3-4113-9359-9ab2e9c27c57,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3799829
3799830,CAS,ENT,,PreservedSpecimen,a3d3f8b0-3bbd-4330-8c74-499602129ba9,8404004,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Psyllobora vigintimaculata",141749,"(Say, 1824)",Psyllobora,vigintimaculata,,,"W. C. Stehr",5-30-1932,,,,,,"W. C. Stehr",,,,1932-05-30,1932,5,30,151,,5-30-1932,"Armitage Collection",,,,,,,,,,,,Adult,,1,,,Pinned,USA,Ohio,Athens,Athens,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 11:52:34",,3,urn:uuid:a3d3f8b0-3bbd-4330-8c74-499602129ba9,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3799830
3799831,CAS,ENT,,PreservedSpecimen,dfe1599e-4698-482b-be11-24d25ee9b9aa,8404005,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Psyllobora vigintimaculata",141749,"(Say, 1824)",Psyllobora,vigintimaculata,,,"A. J. Basinger",8-15-1916,,,,,,"A. J. Basinger",,,,1916-08-15,1916,8,15,228,,8-15-1916,"Armitage Collection",,,,,,,,,,,,Adult,,1,,,Pinned,USA,Ohio,Franklin,Columbus,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 11:55:29",,3,urn:uuid:dfe1599e-4698-482b-be11-24d25ee9b9aa,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3799831
3799832,CAS,ENT,,PreservedSpecimen,75069b64-e359-4fc9-9555-382bbd6a71bd,8404006,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Psyllobora vigintimaculata",141749,"(Say, 1824)",Psyllobora,vigintimaculata,,,"A. J. Basinger",1916,,,,,,"A. J. Basinger",,,,1916-00-00,1916,,,,,1916,"Armitage Collection",,,,,,,,,,,,Adult,,1,,,Pinned,USA,Ohio,Franklin,Columbus,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 11:57:18",,3,urn:uuid:75069b64-e359-4fc9-9555-382bbd6a71bd,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3799832
3799833,CAS,ENT,,PreservedSpecimen,0c19b3fb-493c-4a21-b5cf-bf4ace6d11e3,8404007,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Psyllobora vigintimaculata",141749,"(Say, 1824)",Psyllobora,vigintimaculata,,,,9-30-1916,,,,,,,,,,1916-09-30,1916,9,30,274,,9-30-1916,"Armitage Collection",,,,,,,,,,,,Adult,,1,,,Pinned,USA,Ohio,Hocking,Rockbridge,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 12:00:34",,3,urn:uuid:0c19b3fb-493c-4a21-b5cf-bf4ace6d11e3,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3799833
3799834,CAS,ENT,,PreservedSpecimen,6b0c2cb0-db10-4af7-9c17-1e98c1b93eb6,8404008,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Psyllobora vigintimaculata",141749,"(Say, 1824)",Psyllobora,vigintimaculata,,,,6-10-1934,,,,,,,,,,1934-06-10,1934,6,10,161,,6-10-1934,"R. S. Ross Collection",,,,,,,,,,,,Adult,,1,,,Pinned,USA,Ohio,Ashtabula,,"Geneva Twp-along beach at Chestnut Grove",,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 12:05:04",,3,urn:uuid:6b0c2cb0-db10-4af7-9c17-1e98c1b93eb6,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3799834
3808026,CAS,ENT,,PreservedSpecimen,f4b5f708-ac35-45a9-84ae-c442bb22b4cc,8404009,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Brachiacantha ursina",141665,"(Fabricius, 1787)",Brachiacantha,ursina,,,"D.J. & J.N. Knull",,,,,,,"D.J. & J.N. Knull",,"W. C. Stehr",,0000-00-00,,,,,,,"O. Bryant Collection, D.J. & J.N. Knull Collrs., 10972 Stehr, Hocking Co, V-20 O., AYW Stehr 1951",,,,,,,,,,,,Adult,,1,,,Pinned,USA,Ohio,Hocking,,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 12:30:07",,3,urn:uuid:f4b5f708-ac35-45a9-84ae-c442bb22b4cc,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3808026
3808027,CAS,ENT,,PreservedSpecimen,a0a2765f-fbce-4032-9c28-340511b95768,8404010,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Brachiacantha ursina",141665,"(Fabricius, 1787)",Brachiacantha,ursina,,,"D.J. & J.N. Knull",,,,,,,"D.J. & J.N. Knull",,"W. C. Stehr",,0000-00-00,,,,,,,"O. Bryant Collection, D.J. & J.N. Knull Collrs., 10972 Stehr, Hocking Co, VI-20 O.",,,,,,,,,,,,Adult,,1,,,Pinned,USA,Ohio,Hocking,,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 12:33:24",,3,urn:uuid:a0a2765f-fbce-4032-9c28-340511b95768,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3808027
3808028,CAS,ENT,,PreservedSpecimen,ea6b3095-b27f-4d99-95b0-c6b4f2a55a5a,8404011,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Brachiacantha ursina",141665,"(Fabricius, 1787)",Brachiacantha,ursina,,,,,,,,,,,,,,0000-00-00,,,,,,,"Long Collection, Gift of Owen Bryant, 637",,,,,,,,,,,,Adult,,1,,,Pinned,USA,Ohio,Hamilton,Cincinnati,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 12:35:54",,3,urn:uuid:ea6b3095-b27f-4d99-95b0-c6b4f2a55a5a,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3808028
3808029,CAS,ENT,,PreservedSpecimen,e4827227-9319-4171-9392-6444f6a48067,8404012,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Brachiacantha ursina",141665,"(Fabricius, 1787)",Brachiacantha,ursina,,,,,,,,,,,,,,0000-00-00,,,,,,,"Nunenmacher Collection",,,,,,,,,,,,Adult,,1,,,Pinned,USA,Ohio,Columbiana,Salineville,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 12:41:31",,3,urn:uuid:e4827227-9319-4171-9392-6444f6a48067,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3808029
3808030,CAS,ENT,,PreservedSpecimen,9146253d-4f17-4f81-8604-12f8d07b04f8,8404013,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Brachiacantha ursina",141665,"(Fabricius, 1787)",Brachiacantha,ursina,,,"A. J. Basinger",1916,,,,,,"A. J. Basinger",,,,1916-00-00,1916,,,,,1916,"Armitage Collection",,,,,,,,,,,,Adult,,1,,,Pinned,USA,Ohio,Franklin,Columbus,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 12:45:39",,3,urn:uuid:9146253d-4f17-4f81-8604-12f8d07b04f8,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3808030
3808031,CAS,ENT,,PreservedSpecimen,421bc7cb-a744-4fc7-942f-ef62fd4b2135,8404014,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Brachiacantha ursina",141665,"(Fabricius, 1787)",Brachiacantha,ursina,,,"A. J. Basinger",6-14-1916,,,,,,"A. J. Basinger",,,,1916-06-14,1916,6,14,166,,6-14-1916,"Armitage Collection",,,,,,,,,,,,Adult,,1,,,Pinned,USA,Ohio,Franklin,Columbus,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 12:47:16",,3,urn:uuid:421bc7cb-a744-4fc7-942f-ef62fd4b2135,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3808031
3808032,CAS,ENT,,PreservedSpecimen,399c38f3-b42e-4ed8-9562-7d4a47059b01,8404015,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Brachiacantha ursina",141665,"(Fabricius, 1787)",Brachiacantha,ursina,,,"W. C. Stehr",6-30-1931,,,,,,"W. C. Stehr",,,,1931-06-30,1931,6,30,181,,6-30-1931,,,,,,,,,,,,,Adult,,1,,,Pinned,USA,Ohio,Athens,Athens,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 12:53:12",,3,urn:uuid:399c38f3-b42e-4ed8-9562-7d4a47059b01,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3808032
3808034,CAS,ENT,,PreservedSpecimen,f01ef13f-8612-4b99-8c49-622480da1d5d,8404017,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Brachiacantha ursina",141665,"(Fabricius, 1787)",Brachiacantha,ursina,,,"W. C. Stehr",6-25-1931,,,,,,"W. C. Stehr",,,,1931-06-25,1931,6,25,176,,6-25-1931,,,,,,,,,,,,,Adult,,1,,,Pinned,USA,Ohio,Athens,Athens,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 12:55:05",,3,urn:uuid:f01ef13f-8612-4b99-8c49-622480da1d5d,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3808034
3808035,CAS,ENT,,PreservedSpecimen,a07c0e59-9fb4-4a2b-a253-c3f1712787c4,8404018,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Brachiacantha ursina",141665,"(Fabricius, 1787)",Brachiacantha,ursina,,,"W. C. Stehr",6-30-1931,,,,,,"W. C. Stehr",,,,1931-06-30,1931,6,30,181,,6-30-1931,,,,,,,,,,,,,Adult,,1,,,Pinned,USA,Ohio,Athens,Athens,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 12:56:21",,3,urn:uuid:a07c0e59-9fb4-4a2b-a253-c3f1712787c4,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3808035
3808036,CAS,ENT,,PreservedSpecimen,97a23d74-d0d1-4d4a-9fd2-13a93e9f8f0f,8404019,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Hyperaspis undulata",138658,"(Say, 1824)",Hyperaspis,undulata,,,"A. Koebele",,,,,,,"A. Koebele",,,,0000-00-00,1931,6,30,181,,,"Willard H. Nutting, Jr. Collection, Ohio 6-03",,,,,,,,,,,,Adult,Female,1,,,Pinned,USA,Ohio,Franklin,Columbus,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 13:05:17",,3,urn:uuid:97a23d74-d0d1-4d4a-9fd2-13a93e9f8f0f,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3808036
3808037,CAS,ENT,,PreservedSpecimen,b9436de9-6abe-4cc9-96f5-04cc861e2615,8404020,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Hyperaspis undulata",138658,"(Say, 1824)",Hyperaspis,undulata,,,,,,,,,,"A. Koebele",,,,0000-00-00,1931,6,30,181,,,"Willard H. Nutting, Jr. Collection, Columbus Ohio VI-03",,,,,,,,,,,,Adult,Female,1,,,Pinned,USA,Ohio,Franklin,Columbus,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 13:07:26",,3,urn:uuid:b9436de9-6abe-4cc9-96f5-04cc861e2615,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3808037
3808038,CAS,ENT,,PreservedSpecimen,ce4d6fba-18b2-4b39-bf2d-a1d19b14f9f8,8404021,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Hyperaspis undulata",138658,"(Say, 1824)",Hyperaspis,undulata,,,"A. Koebele",,,,,,,"A. Koebele",,,,0000-00-00,1931,6,30,181,,,"Nunenmacher Collection, Ohio 6-03",,,,,,,,,,,,Adult,Male,1,,,Pinned,USA,Ohio,Franklin,Columbus,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 13:09:38",,3,urn:uuid:ce4d6fba-18b2-4b39-bf2d-a1d19b14f9f8,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3808038
3808039,CAS,ENT,,PreservedSpecimen,f8fda08a-8f9d-4ac1-9360-8a07b09499c1,8404022,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,"Hyperaspis undulata",138658,"(Say, 1824)",Hyperaspis,undulata,,,"A. Koebele",,,,,,,"A. Koebele",,,,0000-00-00,1931,6,30,181,,,"Nunenmacher Collection, Ohio 6-03, A. Koebele Collector",,,,,,,,,,,,Adult,Female,1,,,Pinned,USA,Ohio,Franklin,Columbus,,,,,,,,,,,,,,,,,,,,,,,sgin,"2019-03-18 13:12:15",,3,urn:uuid:f8fda08a-8f9d-4ac1-9360-8a07b09499c1,https://monarch.calacademy.org:443/collections/individual/index.php?occid=3808039
